gem_id,gem_parent_id,source_language,target_language,source,target,references
wikilingua_multilingual-train-184139,wikilingua_multilingual-train-184139,fr,fr,"Vaporisez deux ou trois jets du désinfectant sur une serviette en microfibre propre. Servez-vous-en pour nettoyer toute la surface de la manette. Lorsque le côté propre de la serviette est sale, retournez-la et utilisez l'autre côté . Vous avez également la possibilité de faire usage d'un essuietout non pelucheux ou d'un chiffon doux. Toutefois, une serviette en microfibre éliminera plus facilement la saleté et sera moins susceptible de rayer les parties brillantes de la manette.",Essuyez la manette avec une serviette en microfibre imbibée du mélange.,['Essuyez la manette avec une serviette en microfibre imbibée du mélange.']
wikilingua_multilingual-train-184160,wikilingua_multilingual-train-184160,fr,fr,"La tondeuse va faire tomber beaucoup de petits poils, surtout si vous avez une barbe épaisse. La meilleure des solutions est d'installer une poubelle juste en dessous pour les faire tomber dedans et éviter d'en mettre partout. Après avoir laissé les poils tomber dans la poubelle, attrapez un bout de papier essuietout humide et essuyez les poils qui sont tombés tout autour.",Tenez une poubelle pour récupérer les poils.,['Tenez une poubelle pour récupérer les poils.']
wikilingua_multilingual-train-184202,wikilingua_multilingual-train-184202,fr,fr,Assurez-vous de mettre un récipient pour recueillir le jus qui sortira ! Notez que certaines centrifugeuses peuvent ajuster quantité de pulpe qui sera extraite et mélangée au jus. Vérifiez la notice pour en savoir plus.,Mettez les morceaux d'orange dans la « cheminée » de la centrifugeuse.,"[""Mettez les morceaux d'orange dans la «\xa0cheminée\xa0» de la centrifugeuse.""]"
wikilingua_multilingual-train-184236,wikilingua_multilingual-train-184236,fr,fr,"Une fois le martini mélangé, placez une passoire à cocktail sur le shaker, et versez le martini au travers de la passoire, dans un verre à martini. Ajoutez une olive verte en décoration, et servez le cocktail bien frais.","Versez le martini dans un verre, au travers d'une passoire.","[""Versez le martini dans un verre, au travers d'une passoire.""]"
wikilingua_multilingual-train-184244,wikilingua_multilingual-train-184244,fr,fr,"Si vous voulez découper le fruit davantage, vous pouvez couper chaque tranche en deux ou en quatre, comme si vous coupiez une part de gâteau. C'est une méthode idéale lorsqu'on veut ajouter du pamplemousse dans des cocktails. Vous pouvez également couper une tranche au milieu du pamplemousse et vous en servir de garnison sur un verre, un pichet ou un saladier de jus de fruit. Ou bien vous pouvez aussi déguster les tranches directement, sans cuillère ni fourchette !",Découpez les tranches.,['Découpez les tranches.']
wikilingua_multilingual-train-184254,wikilingua_multilingual-train-184254,fr,fr,"Commencez par entasser tous vos vêtements à un seul endroit. Sortez-les du sèche-linge et empilez-les sur votre lit pour pouvoir les prendre et les plier les uns après les autres facilement. Dégagez un espace suffisamment grand pour poser un pantalon à plat sur votre lit. De cette manière, vous aurez assez de place pour plier chaque vêtement correctement.",Rassemblez tout votre linge. Débarrassez une surface.,['Rassemblez tout votre linge. Débarrassez une surface.']
wikilingua_multilingual-train-184271,wikilingua_multilingual-train-184271,fr,fr,"Retirez son étiquette, posez-la sur le côté, au fond de votre mijoteuse que vous remplirez d'eau. Il faut que la conserve soit totalement immergée et couverte d'au moins 5 cm d'eau. Huit heures suffiront pour un dulce de leche léger et dix seront nécessaires pour une sauce plus sombre et plus épaisse. Pour le faire, utilisez une cuillère trouée ou des pinces, puis laissez votre conserve refroidir à température ambiante avant de l'ouvrir .",Préparez votre conserve. Faites chauffer la mijoteuse sur feu doux pendant 10 heures. Éteignez votre mijoteuse pour en retirer la conserve.,['Préparez votre conserve. Faites chauffer la mijoteuse sur feu doux pendant 10 heures. Éteignez votre mijoteuse pour en retirer la conserve.']
wikilingua_multilingual-train-184304,wikilingua_multilingual-train-184304,fr,fr,"Si vous voulez filtrer ce qui peut et ne peut pas être vu sur Internet, vous pouvez utiliser OpenDNS. Les écoles et les offices gouvernementaux l’utilisent, et les options sont disponibles gratuitement. Une fois votre compte créé, définissez vos paramètres Internet afin d’utiliser vos adresses IP OpenDNS en tant que vos serveurs de nom de domaine. Vous serez alors en mesure de personnaliser vos préférences de filtrage.",Enregistrez-vous sur OpenDNS. Créez un compte.,['Enregistrez-vous sur OpenDNS. Créez un compte.']
wikilingua_multilingual-train-184328,wikilingua_multilingual-train-184328,fr,fr,"Une fois le traitement effectué, vous devez laisser la ceinture seule pendant au moins une nuit. Si après ce délai vous remarquez qu'elle n'est pas totalement sèche, laissez-la pendant encore plus longtemps. Il est important que vous puissiez vous assurer que la ceinture est sèche avant de la desserrer et de la laisser se rétracter afin que les moisissures ne puissent se développer là-dessus.",Laissez la ceinture sécher.,['Laissez la ceinture sécher.']
wikilingua_multilingual-train-184329,wikilingua_multilingual-train-184329,fr,fr,"Une fois qu’elle s’est dissoute, mettez le bol au réfrigérateur. Laissez-le jusqu’à ce qu’elle soit solide. Cela devrait prendre entre trois et quatre heures . Il sera plus facile de l’utiliser dans une bouteille avec un embout spécial, mais vous pouvez aussi le mettre dans un bocal en verre, surtout si vous y avez incorporé des huiles essentielles. Gardez le récipient au réfrigérateur pendant une à deux semaines .",Mettez la gélatine au frais. Mettez le gel dans un récipient.,['Mettez la gélatine au frais. Mettez le gel dans un récipient.']
wikilingua_multilingual-train-184410,wikilingua_multilingual-train-184410,fr,fr,"Avec le keffieh complètement ouvert, joigniez un coin à celui qui lui est diagonalement opposé, pliant ainsi le carré en deux formant un triangle. Cette méthode de pliage est une bonne option, si vous souhaitez utiliser le keffieh pour protéger votre tête et votre visage des vents froids ou de la chaleur du soleil.",Pliez le keffieh en triangle.,['Pliez le keffieh en triangle.']
wikilingua_multilingual-train-184472,wikilingua_multilingual-train-184472,fr,fr,"Nettoyez votre pinceau arrondi avec un produit nettoyant ou à l’eau savonneuse et séchez-le correctement. Procédez par petits mouvements dans la même direction pour estomper les deux couleurs et les unifier. Évitez de mettre trop de fard sombre au milieu de la paupière, car ceci va flouter la zone que vous avez créée. Estompez les bords extérieurs afin qu’il n’y ait pas de zones plus sombres ou de démarcations évidentes sur votre paupière.",Estompez les fards.,['Estompez les fards.']
wikilingua_multilingual-train-184510,wikilingua_multilingual-train-184510,fr,fr,Faites glisser l'écran sur la gauche pour afficher encore plus d'applications sur votre téléphone BlackBerry. Tapez sur l'application en forme de roue dentée pour ouvrir l'écran avec les paramètres système. Sélectionnez À propos dans les paramètres système et choisissez Catégorie pour ouvrir une liste dans un menu déroulant.,Cherchez parmi les applications. Accédez aux paramètres. Rendez-vous sur À propos.,['Cherchez parmi les applications. Accédez aux paramètres. Rendez-vous sur À propos.']
wikilingua_multilingual-train-184525,wikilingua_multilingual-train-184525,fr,fr,"À partir des deux trous les plus proches de vous, insérez chaque extrémité du lacet à partir de l'intérieur. Assurez-vous que les deux bouts de lacets restants soient de longueur égale.",Mettez une chaussure face à vous avec le bout tourné vers vous.,['Mettez une chaussure face à vous avec le bout tourné vers vous.']
wikilingua_multilingual-train-184540,wikilingua_multilingual-train-184540,fr,fr,"Lancez l'application, allez à la page Options et sélectionnez Comptes pour faire apparaitre une liste de plateformes de réseaux sociaux.  Entrez votre nom d'utilisateur et votre mot de passe Soubdcloud pour vous identifier.  Vous pouvez aussi vous identifier sur Soundcloud en utilisant votre compte Facebook ou votre compte Google+ Touchez Connecter lorsque vous avez terminé.",Suivez les étapes 1 à 3 de la première méthode. Sélectionnez Soundcloud. Identifiez-vous sur Soundcloud.,['Suivez les étapes 1 à 3 de la première méthode. Sélectionnez Soundcloud. Identifiez-vous sur Soundcloud.']
wikilingua_multilingual-train-184558,wikilingua_multilingual-train-184558,fr,fr,L’icône de l’application Facebook Messenger ressemble à une bulle de discussion bleue avec un éclair blanc dessus. Vous la trouverez sur l’un des écrans d’accueil de votre iPhone. Toutes les applications sur l’écran se mettront à greloter. Le « X » se trouve en haut à gauche de l’icône de l’application Messenger. L’application Facebook Messenger sera supprimée de votre iPhone.  Vous pourrez toujours la télécharger gratuitement depuis l’App Store plus tard.,Cherchez l’icône de l’application Facebook Messenger. Appuyez longuement sur l’icône de l’application. Appuyez sur X. Choisissez Supprimer à l’invite de commandes.,['Cherchez l’icône de l’application Facebook Messenger. Appuyez longuement sur l’icône de l’application. Appuyez sur X. Choisissez Supprimer à l’invite de commandes.']
wikilingua_multilingual-train-184576,wikilingua_multilingual-train-184576,fr,fr,"Ouvrez votre navigateur web et rendez-vous sur mail.google.com. Entrez votre nom d'utilisateur ou adresse électronique et mot de passe. Si vous n'avez pas un compte Gmail, vous allez devoir en créer un. Suivez les instructions pour créer un compte.",Rendez-vous sur Gmail. Connectez-vous à votre compte.,['Rendez-vous sur Gmail. Connectez-vous à votre compte.']
wikilingua_multilingual-train-184605,wikilingua_multilingual-train-184605,fr,fr,"Prenez votre fil à coudre de coton. Vous allez l'utiliser pour retirer les poils indésirables. Vous devrez commencer par préparer le fil pour l'épilation.  Pliez le fil en deux. C'est pour cela qu'il doit être si long. Vous allez faire une boucle de ce long fil. Pour créer la boucle, nouez les extrémités du fil l'une à l'autre. Pour cela, faites simplement un nœud avec les deux extrémités. Il ne devrait maintenant plus y avoir d'extrémité ouverte et le fil devrait former une longue boucle continue.",Nouez le fil en une grande boucle.,['Nouez le fil en une grande boucle.']
wikilingua_multilingual-train-184636,wikilingua_multilingual-train-184636,fr,fr,"Ne les brossez pas, car ils frisoteront. S'ils sont emmêlés, vous pouvez les démêler doucement avec un peigne à dents larges. Il pourrait également être utile d'avoir vos deux élastiques prêts à utiliser sur le poignet. Faites sortir de petites mèches à l'aide d'un peigne à dents larges. Vous pouvez aussi simplement tripoter le chignon jusqu'à ce que des mèches s'échappent. Vaporisez une quantité généreuse de laque sur vos cheveux afin que le chignon tienne toute la journée.","Commencez avec les cheveux secs. Si nécessaire, retouchez le chignon. Appliquez de la laque. Vous avez terminé.","['Commencez avec les cheveux secs. Si nécessaire, retouchez le chignon. Appliquez de la laque. Vous avez terminé.']"
wikilingua_multilingual-train-184638,wikilingua_multilingual-train-184638,fr,fr,"Mesurez le riz cru dans une casserole ou dans une marmite à riz. Si vous faites beaucoup de riz, assurez-vous de laisser assez d'espace pour 20 à 30 cl d'eau pour 250 g de riz. Ajoutez l'eau aux grains de riz et laissez tremper entre 4 et 12 heures. Plus le riz aura trempé dans l'eau, plus il aura de texture.",Préparez le riz. Faites tremper le riz.,['Préparez le riz. Faites tremper le riz.']
wikilingua_multilingual-train-184698,wikilingua_multilingual-train-184698,fr,fr,"Ils sont représentés sur l’écran d’accueil par une icône grise contenant une série de roues dentées. Son icône (une boussole bleue avec une aiguille rouge et blanche) est visible au niveau du premier tiers des éléments présentés. C’est normalement la deuxième rubrique de la page. C’est l’avant-dernière rubrique de la partie GÉNÉRAL. Le curseur devient alors blanc (), signifiant par là même que votre navigateur Safari pour iPhone autorise à présent les fenêtres surgissantes.",Accédez aux réglages de votre iPhone (). Faites défiler votre écran et appuyez sur Safari. Faites défiler votre écran jusqu’à la rubrique GÉNÉRAL. Appuyez sur le curseur vert Bloquer les popups ().,['Accédez aux réglages de votre iPhone (). Faites défiler votre écran et appuyez sur Safari. Faites défiler votre écran jusqu’à la rubrique GÉNÉRAL. Appuyez sur le curseur vert Bloquer les popups ().']
wikilingua_multilingual-train-184796,wikilingua_multilingual-train-184796,fr,fr,"Suivant l’exemple précédent, voici comment calculer l’erreur standard : La valeur de votre erreur standard (soit l’erreur standard associée à la moyenne de votre échantillon) est donc de 0,003 grammes.","Utilisez la valeur de l’écart type pour calculer celle de l’erreur standard, en utilisant la formule classique.","['Utilisez la valeur de l’écart type pour calculer celle de l’erreur standard, en utilisant la formule classique.']"
wikilingua_multilingual-train-184857,wikilingua_multilingual-train-184857,fr,fr,"L'icône de l’application ressemble à une manette blanche sur un fond bleu ou violet. Vous pouvez la trouver sur votre écran d'accueil ou dans le panneau des applications. Vous pourrez voir ce bouton dans le coin supérieur gauche de votre écran. C'est dans cette section que vous allez trouver les messages privés échangés avec vos amis. En le faisant, un menu contextuel va s'ouvrir. En appuyant dessus, vous allez supprimer le message de la conversation.",Appuyez sur l’application pour l’ouvrir. Appuyez sur ☰. Sélectionnez un ami dans la rubrique MESSAGES PRIVÉS. Appuyez et maintenez le message que vous souhaitez supprimer. Appuyez sur Supprimer.,['Appuyez sur l’application pour l’ouvrir. Appuyez sur ☰. Sélectionnez un ami dans la rubrique MESSAGES PRIVÉS. Appuyez et maintenez le message que vous souhaitez supprimer. Appuyez sur Supprimer.']
wikilingua_multilingual-train-184881,wikilingua_multilingual-train-184881,fr,fr,"Toutes les salles de sport en possèdent une et vous la repérerez facilement sachant qu'il s'agit d'une barre horizontale positionnée au-dessus de la hauteur des épaules. Si vous n'êtes pas membre d'une salle de sport, vous avez toujours la possibilité d'acheter une barre de traction et l'installer chez vous. Il suffira de la placer sur une porte suffisamment haute en prenant soin de la fixer au-dessus de la hauteur des épaules.",Trouver une barre de traction.,['Trouver une barre de traction.']
wikilingua_multilingual-train-184896,wikilingua_multilingual-train-184896,fr,fr,"Seules 8 photos sont affichées. Si vous voulez en sélectionner plus, cliquez sur la flèche située en haut à droite de la section. Cela affichera les prochaines 8 photos. Vous devez sélectionner 9 photos, ni plus ni moins.",Descendez jusqu'à la section Photos téléchargées. Désélectionnez une photo. Ajoutez des photos.,"[""Descendez jusqu'à la section Photos téléchargées. Désélectionnez une photo. Ajoutez des photos.""]"
wikilingua_multilingual-train-184898,wikilingua_multilingual-train-184898,fr,fr,"Utilisez 400 g de sels d'Epsom, 400 g de borax, 60 g d'argile de kaolin en poudre et les huiles essentielles de votre choix. L'argile et le borax marchent ensemble pour adoucir l'eau et votre peau, tout en permettant une relaxation musculaire et une baisse de la tension. Mélangez tous les ingrédients dans un grand bol en remuant bien. Ajoutez doucement vos huiles essentielles et remuez-les bien avec le reste. Mettez quelques cuillères à soupe de sel dans votre bain et votre stress s'envolera .",Mesurez vos ingrédients. Mélangez les ingrédients. Mettez vos sels de bain dans un récipient étanche pour les conserver entre les utilisations.,['Mesurez vos ingrédients. Mélangez les ingrédients. Mettez vos sels de bain dans un récipient étanche pour les conserver entre les utilisations.']
wikilingua_multilingual-train-185022,wikilingua_multilingual-train-185022,fr,fr,Tendez le vêtement sur une surface plate. Prenez un morceau de papier de verre et passez-le sur le motif en faisant des cercles. Suivez le grain du tissu pour tendre le t-shirt . C’est vous qui décidez jusqu’où vous voulez le poncer.,Poncez les motifs sur les t-shirts avec du papier de verre.,['Poncez les motifs sur les t-shirts avec du papier de verre.']
wikilingua_multilingual-train-185223,wikilingua_multilingual-train-185223,fr,fr,"La taille des bigoudis aura un effet sur la taille et la forme des boucles que vous obtiendrez. Si vous voulez qu’elles soient petites et rondes, utilisez des bigoudis fins. Si vous voulez des boucles plus grandes et relâchées, utilisez des bigoudis plus larges. En général, les bigoudis fins conviennent le mieux aux cheveux courts et vous pouvez utiliser n’importe quelle largeur pour des cheveux longs .",Choisissez la taille.,['Choisissez la taille.']
wikilingua_multilingual-train-185258,wikilingua_multilingual-train-185258,fr,fr,"Assurez-vous que la boite que vous choisissez a un couvercle qui se ferme bien et qu’elle entre dans votre congélateur. Cette recette se base sur des canettes de limonade au citron vert de 180 ml. Si vous utilisez des canettes de 350 ml, les proportions seront quand même justes, il vous suffira de les diviser par deux pour éviter de vous retrouver avec quatre litres de margarita.",Procurez-vous une boite de deux litres.,['Procurez-vous une boite de deux litres.']
wikilingua_multilingual-train-185263,wikilingua_multilingual-train-185263,fr,fr,"À chaque matériau son type de peinture et généralement, le plastique a besoin d'une peinture aérosol spéciale. Un produit inadapté peut cloquer, former des bulles, s'écailler ou ne pas adhérer à la surface. Achetez une peinture aérosol spécialement conçue pour les surfaces en plastique ou qui peut être appliquée sur le plastique.  Parmi les entreprises qui produisent de la peinture aérosol pour plastique, on peut citer Krylon, Valspar et Rust-Oleum .",Choisissez la bonne peinture.,['Choisissez la bonne peinture.']
wikilingua_multilingual-train-185286,wikilingua_multilingual-train-185286,fr,fr,"Préchauffez le four à 230 °C. Posez une couche de crevettes panées crues sur leur côté sur une plaque de four recouverte de papier sulfurisé. Aspergez-les légèrement d'huile pour les aider à dorer. Faites-les cuire au four pendant dix à quinze minutes en fonction de leur taille, jusqu'à ce qu'elles soient opaques à l'intérieur lorsque vous les coupez.",Enfournez les crevettes. Servez les crevettes nature ou bien avec de la sauce tartare ou aigre-douce.,['Enfournez les crevettes. Servez les crevettes nature ou bien avec de la sauce tartare ou aigre-douce.']
wikilingua_multilingual-train-185298,wikilingua_multilingual-train-185298,fr,fr,"À l'aide d'une brosse à sourcils ou d'une brosse à mascara propre, coiffez vos sourcils en suivant le sens du poil, soit de l'intérieur vers l'extérieur du visage. Vous pourrez ainsi déterminer plus facilement la forme naturelle de vos sourcils. Repérez les zones à combler et celles à réduire .",Brossez vos sourcils.,['Brossez vos sourcils.']
wikilingua_multilingual-train-185358,wikilingua_multilingual-train-185358,fr,fr,"Un détergent en poudre pour la salle de bain, comme de l'Ajax, peut éliminer du marqueur. Mettez-en une petite quantité sur une éponge humide et frottez le tableau. Essuyez ensuite avec un chiffon mouillé ou de l'essuietout.",Prenez du détergent en poudre.,['Prenez du détergent en poudre.']
wikilingua_multilingual-train-185370,wikilingua_multilingual-train-185370,fr,fr,"Puisque vous n'avez pas de mixeur pour mélanger tous les ingrédients, vous avez besoin d'un récipient suffisamment large pour les remuer.  Autrement, vous pouvez aussi essayer avec un robot ménager si vous n'avez pas de mixeur. Si vous n'avez aucun appareil électrique, trouvez un fouet, cela va très bien faire l'affaire.",Attrapez un grand saladier.,['Attrapez un grand saladier.']
wikilingua_multilingual-train-185390,wikilingua_multilingual-train-185390,fr,fr,"En général, un bandeau associé à une queue de cheval ou une tresse convient à un style relativement décontracté. Cherchez un modèle bohème, comme un accessoire avec des fleurs ou des feuilles synthétiques, pour qu’il corresponde à votre ensemble décontracté. Un bandeau tressé ou à plumes va également très bien avec une queue de cheval ou une tresse .",Choisissez un accessoire adapté.,['Choisissez un accessoire adapté.']
wikilingua_multilingual-train-185468,wikilingua_multilingual-train-185468,fr,fr,"Réglez-le sur 220 °C. En attendant qu'il chauffe, préparez une plaque. Prenez une plaque de four aux bords relevés et couvrez-le avec une grande feuille de papier aluminium. Vous pouvez orienter la face brillante ou mate vers le haut. Cela n'a aucune importance .",Préchauffez le four.,['Préchauffez le four.']
wikilingua_multilingual-train-185555,wikilingua_multilingual-train-185555,fr,fr,"Penchez-vous vers l'avant et fléchissez vos genoux quand vous touchez le sol. Évitez de contracter vos muscles, mais restez souple pour amortir au mieux la réception avec vos hanches, vos genoux et vos chevilles .",Soyez souple pour la réception.,['Soyez souple pour la réception.']
wikilingua_multilingual-train-185598,wikilingua_multilingual-train-185598,fr,fr,"Pour un résultat très précis, utilisez une calculatrice. Dans notre exemple, on divise 52 par 12, ce qui nous donne : 4,33.",Divisez votre augmentation absolue par le montant de départ.,['Divisez votre augmentation absolue par le montant de départ.']
wikilingua_multilingual-train-185647,wikilingua_multilingual-train-185647,fr,fr,"En effet, les joueurs ne sont pas autorisés à regarder leurs cartes (ou du moins, ils ne sont pas autorisés à connaitre les valeurs de leurs cartes à l'avance). Votre adversaire ne doit pas voir les valeurs de vos cartes non plus. Vous pouvez aussi déposer les cartes devant vous, face retournée afin de ne pas voir leurs valeurs.",Placez les cartes de façon à ce qu'il soit impossible de voir leurs valeurs.,"[""Placez les cartes de façon à ce qu'il soit impossible de voir leurs valeurs.""]"
wikilingua_multilingual-train-185673,wikilingua_multilingual-train-185673,fr,fr,"Recherchez l’icône de l'application sur votre Android, puis appuyez dessus. Le navigateur Web s'ouvrira sur votre appareil. Cette icône est représentée par soit trois lignes horizontales ou trois points verticaux. Après cette action, le menu principal s’ouvrira. privée. Un nouvel onglet s’ouvrira en mode privée. Vous pouvez utiliser les deux onglets (l’onglet normal et l’onglet de navigation privée) dans la même session. Le mode incognito ne sera appliqué qu'aux onglets de navigation privée.",Ouvrez Google Chrome. Appuyez sur l'icône qui représente le menu. Appuyez sur Nouvel onglet nav.,"[""Ouvrez Google Chrome. Appuyez sur l'icône qui représente le menu. Appuyez sur Nouvel onglet nav.""]"
wikilingua_multilingual-train-185702,wikilingua_multilingual-train-185702,fr,fr,"Pour ce faire, immergez les mèches dans la cire fondue pendant environ vingt minutes. Puis ressortez-les et tirez dessus pour les rendre bien droites. Déposez-les sur du papier sulfurisé ou du papier de cuisson pour les laisser durcir. Servez-vous des mèches parfumées.",Faites fondre un peu de paraffine. Ajoutez-y quelques gouttes de l'huile essentielle de votre choix. Traitez la mèche. Fabriquez vos bougies.,"[""Faites fondre un peu de paraffine. Ajoutez-y quelques gouttes de l'huile essentielle de votre choix. Traitez la mèche. Fabriquez vos bougies.""]"
wikilingua_multilingual-train-185715,wikilingua_multilingual-train-185715,fr,fr,"Vous pouvez utiliser un seau propre, un évier ou un lavabo. Remplissez le récipient d’eau. Il est conseillé d’utiliser de l’eau froide. Si la casquette est très sale, l’eau peut être légèrement tiède, mais elle ne doit en aucun cas être chaude, car elle risque d’abimer l’accessoire .",Remplissez un récipient d’eau.,['Remplissez un récipient d’eau.']
wikilingua_multilingual-train-185746,wikilingua_multilingual-train-185746,fr,fr,"Cherchez à voir si vous pouvez vous faire aider par un ami ou un voisin qui peut vous desserrer le bouchon. Il est vrai que le fait de demander cette assistance peut porter un coup à votre égo, mais si l'intéressé peut vraiment vous aider, cela vaut bien le coup d'essayer.",Demandez l'aide d'un ami.,"[""Demandez l'aide d'un ami.""]"
wikilingua_multilingual-train-185753,wikilingua_multilingual-train-185753,fr,fr,"Mettez une goutte de gel pour sourcils teintée sur le dos de votre main. S'il y a une brosse fournie avec le produit, prenez un pinceau fin biseauté et faites-le passer sur la brosse pour prendre un peu de gel. Vous allez vous servir de ce pinceau pour appliquer le produit le long du bas de vos sourcils.",Prenez du gel.,['Prenez du gel.']
wikilingua_multilingual-train-185775,wikilingua_multilingual-train-185775,fr,fr,"« Outils » est représenté par une roue dentée dans les versions récentes d’Internet Explorer. De là, sélectionnez Options Internet . Réinitialiser Internet Explorer supprimera tous les contenus de VisualBee de votre navigateur. Il supprimera également les add-on et mots de passe sauvegardés, donc assurez-vous que vous avez bien écrit quelque part les informations nécessaires avant de procéder à l’étape suivante. Redémarrez Internet Explorer et réinstallez les add-on dont vous avez confiance.","Ouvrez Internet Explorer ensuite, allez dans Outils via le menu. Cliquez sur l’onglet Avancé ensuite, cliquez sur Reset… (Réinitialiser…). Cochez « Supprimer les paramètres personnels » ensuite, cliquez sur Reset (Réinitialiser).","['Ouvrez Internet Explorer ensuite, allez dans Outils via le menu. Cliquez sur l’onglet Avancé ensuite, cliquez sur Reset… (Réinitialiser…). Cochez «\xa0Supprimer les paramètres personnels\xa0» ensuite, cliquez sur Reset (Réinitialiser).']"
wikilingua_multilingual-train-185847,wikilingua_multilingual-train-185847,fr,fr,"Maintenant qu'il est tout propre, vous pouvez lui donner une autre friandise. Félicitez-le, dites-lui qu'il est un bon chien. Caressez-le et jouez avec lui .",Donnez une friandise à votre chien.,['Donnez une friandise à votre chien.']
wikilingua_multilingual-train-185881,wikilingua_multilingual-train-185881,fr,fr,"Pour envelopper vos fleurs, vous pourrez utiliser à peu près n'importe quel type de papier. Pour un look classique et simple, choisissez un papier kraft uni. Pour un effet plus habillé, choisissez du papier cadeau ou des feuilles de papier décorées. Pour un look tout à fait unique, pensez aux papiers suivants  :   du papier journal ; des pages d'un vieux livre (si vous enveloppez de petites fleurs) ; des partitions de musique ; des mouchoirs en papier de couleur.",Choisissez un papier.,['Choisissez un papier.']
wikilingua_multilingual-train-185904,wikilingua_multilingual-train-185904,fr,fr,"Pour ce faire, cliquez sur le menu Apple. Sélectionnez À propos de ce Mac, puis cliquez sur Plus d'infos… Dans le cadre de gauche sous Matériel, sélectionnez Vidéo/moniteurs. Le cadre de droite affichera la carte graphique que vous avez installée, ainsi que des informations sur le moniteur ou l'écran connecté. Ouvrez l'application Terminal et tapez : « system_profiler SPDisplaysDataType », puis tapez Entrée. Les informations de votre carte vidéo seront affichées sur l'écran du terminal.",Ouvrez le profil du système. Trouvez votre carte graphique. Trouvez le profil de votre système avec une ligne de commande.,['Ouvrez le profil du système. Trouvez votre carte graphique. Trouvez le profil de votre système avec une ligne de commande.']
wikilingua_multilingual-train-185946,wikilingua_multilingual-train-185946,fr,fr,Versez de la farine de riz sucrée sur une plaque de four aux bords relevés. Faites rouler les cubes de guimauve dans la poudre jusqu'à ce que toute leur surface soit couverte pour les empêcher de coller. Retirez le surplus de farine et conservez les guimauves dans une boite hermétique dans le réfrigérateur. Elles se garderont une semaine. Vous pouvez remplacer la farine de riz par de la fécule de maïs et (ou) du sucre glace pour cette étape.,Poudrez les confiseries.,['Poudrez les confiseries.']
wikilingua_multilingual-train-185953,wikilingua_multilingual-train-185953,fr,fr,Chaque fleur sera faite d'une seule bande de papier. Vous ne pourrez pas faire de roses multicolores comme vous pouvez le faire avec la version ouverte à moins d'utiliser du papier multicolore. Prenez une feuille de la taille que vous trouvez. Les feuilles de papier de soie pour les loisirs créatifs sont généralement des carrés d'environ 50 x 50 cm.,Choisissez le papier.,['Choisissez le papier.']
wikilingua_multilingual-train-186118,wikilingua_multilingual-train-186118,fr,fr,"Si vous le voulez, vous pouvez faire l'ourlet de la jupe pour une bordure plus professionnelle et propre. Toutefois, vous n'êtes pas obligé(e), et certains tissus doivent déjà posséder un bord fini. Le jersey est un bon exemple d'un tel tissu.",Faites l'ourlet de la jupe.,"[""Faites l'ourlet de la jupe.""]"
wikilingua_multilingual-train-186162,wikilingua_multilingual-train-186162,fr,fr,"Le niveau de l'eau doit être suffisamment profond pour immerger complètement le bocal. Si vous devez enlever les étiquettes sur plusieurs bocaux, l'eau doit être suffisamment profonde pour tous les recouvrir. Plus elle est chaude et mieux c'est, car elle va dissoudre la colle sous le papier . Plus vous attendez et plus vous donnez de temps au vinaigre pour dissoudre la colle. Normalement, une demi-heure devrait suffire pour les étiquettes tenaces, mais vous pouvez y jeter un œil toutes les dix minutes.",Remplissez un évier ou un seau d'eau chaude. Attendez plusieurs minutes.,"[""Remplissez un évier ou un seau d'eau chaude. Attendez plusieurs minutes.""]"
wikilingua_multilingual-train-186176,wikilingua_multilingual-train-186176,fr,fr,"Dans le Dock de votre Mac, cliquez sur l’application bleue en forme de boussole. Cette option se trouve en haut à gauche de l’écran de votre Mac. L’option Afficher l’historique permet d’ouvrir une fenêtre avec l’historique de navigation de votre Mac. Vous pouvez ouvrir une des pages de l’historique en cliquant dessus.  Pour supprimer l’historique de navigation de votre Mac, cliquez sur Safari > Effacer l’historique, choisissez un intervalle de temps puis cliquez sur Effacer l’historique.",Ouvrez Safari. Cliquez sur Historique. Sélectionnez Afficher l’historique. Passez en revue votre historique de navigation.,['Ouvrez Safari. Cliquez sur Historique. Sélectionnez Afficher l’historique. Passez en revue votre historique de navigation.']
wikilingua_multilingual-train-186208,wikilingua_multilingual-train-186208,fr,fr,"Les poissons combattants reconnaissent leurs propriétaires au bout d'un certain temps. Ils reconnaissent différents visages et apprennent même des jeux simples. Tenez-lui compagnie et faites-lui un bonjour de temps en temps, pour qu'il sache qui vous êtes ! Les poissons combattants sont très curieux et forment souvent un lien fort avec leur propriétaire.",Amusez-vous avec votre nouvel ami.,['Amusez-vous avec votre nouvel ami.']
wikilingua_multilingual-train-186216,wikilingua_multilingual-train-186216,fr,fr,"Sélectionnez Chrome dans la liste des applications récentes. Si Chrome a gelé ou répond à nouveau, il est probablement déjà en cours d’utilisation. Après quelques secondes, le bouton Éteindre va apparaitre. Cela forcera la fermeture de toutes les applications en cours d’utilisation et vous serez redirigé vers l’écran d’accueil .",Doublecliquez sur le bouton d’accueil. Appuyez et maintenez enfoncé le bouton d’alimentation. Appuyez une nouvelle fois longuement sur le bouton d’alimentation.,['Doublecliquez sur le bouton d’accueil. Appuyez et maintenez enfoncé le bouton d’alimentation. Appuyez une nouvelle fois longuement sur le bouton d’alimentation.']
